0 0 1.000000
1 1 1.000000
2 2 1.000000
0 3 0.605796
1 3 -1.530316
2 3 1.433562
3 3 -0.686149
4 3 0.363209
5 3 0.195714
6 3 0.169235
7 3 4.252826
8 3 -0.212505
9 3 -5.090847
0 4 2.004093
1 4 -0.615715
2 4 -4.165188
3 4 -0.124038
4 4 -0.536727
5 4 0.038675
6 4 0.314622
7 4 0.214468
8 4 -3.924084
9 4 4.378522
0 5 2.012683
1 5 2.383948
2 5 -3.099223
3 5 0.026600
4 5 0.314038
5 5 -0.556003
6 5 -0.190422
7 5 3.368823
8 5 -3.216601
9 5 1.897348
0 6 2.105454
1 6 1.451439
2 6 0.145049
3 6 -0.031625
4 6 -0.063393
5 6 0.427121
6 6 -0.641703
7 6 -4.964375
8 6 -2.902490
9 6 -3.312416
0 7 -0.196797
1 7 0.467337
2 7 0.215620
7 7 0.861651
8 7 0.462058
9 7 -0.209906
0 8 0.372945
1 8 -0.183342
2 8 0.290098
7 8 -0.144160
8 8 0.619410
9 8 0.771722
0 9 0.368739
1 9 0.211685
2 9 -0.461827
7 9 0.486600
8 9 -0.634694
9 9 0.600325
0 10 0.027962
1 10 0.031831
2 10 -0.106431
3 10 0.116379
4 10 -0.002387
5 10 -0.142164
6 10 0.014536
7 10 -0.598420
8 10 0.822991
9 10 1.648677
10 10 0.346468
11 10 0.938062
0 11 0.085955
1 11 0.090578
2 11 0.023037
3 11 0.006821
4 11 0.027655
5 11 0.013953
6 11 -0.060031
7 11 -0.418116
8 11 -0.319722
9 11 -0.374544
10 11 -0.938062
11 11 0.346468
0 12 0.001544
1 12 -0.030332
2 12 -0.165870
3 12 -0.003486
4 12 -0.029466
5 12 0.008727
6 12 0.030589
7 12 0.119212
8 12 -0.354098
9 12 0.282793
10 12 5.857625
11 12 -3.186989
12 12 1.000000
