13 0 -1.00000000000000000000E+00
14 1 -1.00000000000000000000E+00
15 2 -1.00000000000000000000E+00
16 3 -1.00000000000000000000E+00
17 4 -1.00000000000000000000E+00
18 5 -1.00000000000000000000E+00
19 6 -1.00000000000000000000E+00
20 7 -1.00000000000000000000E+00
21 8 -1.00000000000000000000E+00
22 9 -1.00000000000000000000E+00
23 10 -1.00000000000000000000E+00
24 11 -1.00000000000000000000E+00
25 12 -1.00000000000000000000E+00
0 13 -1.00000000000000000000E+00
13 13 1.04007852805709237742E+01
14 13 2.21863211155017170384E-01
15 13 1.46401505951241039938E+00
16 13 8.24151578008462837310E-01
17 13 1.32623467806820061199E+00
18 13 5.12876934513125215531E-01
19 13 1.08259731609493781157E+00
20 13 9.54172140169801452636E-01
21 13 1.36450617362436554814E+00
22 13 7.36154370685731973545E-01
23 13 1.14087902541296726255E+00
24 13 5.44335949114898465240E-01
25 13 4.94673469706324642203E-01
26 13 7.91115148125345446495E-01
27 13 1.47942864003940766082E+00
28 13 8.64169334386067578002E-01
29 13 7.33551210405250064817E-01
30 13 1.74023969125788990908E+00
31 13 1.00200917285358315212E+00
32 13 4.01603582355472776833E-01
33 13 1.25518208955948207262E+00
34 13 1.54892049587172353498E+00
35 13 5.04588787270277450148E-01
36 13 3.24711225480611820338E-01
37 13 8.26418164744798122712E-01
38 13 1.10740858145344733821E+00
39 13 4.43671217972442133437E-01
40 13 1.84602602679989291623E-01
41 13 9.97958350841933961028E-01
42 13 5.43673103667433599284E-01
1 14 -1.00000000000000000000E+00
13 14 2.21863211155017170384E-01
14 14 1.15356645080465582964E+01
15 14 1.30562255003022387179E+00
16 14 1.08002597154348300990E+00
17 14 1.89813266073339725892E+00
18 14 1.05086077394566768106E+00
19 14 1.11490479467292535887E+00
20 14 9.57267177687738390901E-01
21 14 7.91328921231963300364E-01
22 14 1.60010186959039968357E+00
23 14 9.38067652504233517874E-01
24 14 1.78251674582589236806E+00
25 14 1.78574846286634159043E+00
26 14 1.46833284392990459644E+00
27 14 1.59894563836798897505E-01
28 14 8.22183151898754793763E-01
29 14 9.12233849321162804102E-01
30 14 3.90881266908217783751E-01
31 14 7.60713493151359942956E-01
32 14 8.23893552147842989086E-01
33 14 1.18500254966137275048E+00
34 14 9.31879132337915194739E-01
35 14 1.29651484457926935434E+00
36 14 1.27578370597345802651E+00
37 14 1.05140837124648856005E+00
38 14 9.97355396437113572716E-01
39 14 1.60734039689452146149E+00
40 14 8.29347867365104574056E-01
41 14 3.49919554778585495391E-01
42 14 1.81331432369545630934E-01
2 15 -1.00000000000000000000E+00
13 15 1.46401505951241039938E+00
14 15 1.30562255003022387179E+00
15 15 1.04992548133810910116E+01
