0 0 1.04007852805709237742E+01
1 0 2.21863211155017170384E-01
2 0 1.46401505951241039938E+00
3 0 8.24151578008462837310E-01
4 0 1.32623467806820061199E+00
5 0 5.12876934513125215531E-01
6 0 1.08259731609493781157E+00
7 0 9.54172140169801452636E-01
8 0 1.36450617362436554814E+00
9 0 7.36154370685731973545E-01
10 0 1.14087902541296726255E+00
11 0 5.44335949114898465240E-01
12 0 4.94673469706324642203E-01
13 0 7.91115148125345446495E-01
14 0 1.47942864003940766082E+00
15 0 8.64169334386067578002E-01
16 0 7.33551210405250064817E-01
17 0 1.74023969125788990908E+00
18 0 1.00200917285358315212E+00
19 0 4.01603582355472776833E-01
20 0 1.25518208955948207262E+00
21 0 1.54892049587172353498E+00
22 0 5.04588787270277450148E-01
23 0 3.24711225480611820338E-01
24 0 8.26418164744798122712E-01
25 0 1.10740858145344733821E+00
26 0 4.43671217972442133437E-01
27 0 1.84602602679989291623E-01
28 0 9.97958350841933961028E-01
29 0 5.43673103667433599284E-01
0 1 2.21863211155017170384E-01
1 1 1.15356645080465582964E+01
2 1 1.30562255003022387179E+00
3 1 1.08002597154348300990E+00
4 1 1.89813266073339725892E+00
5 1 1.05086077394566768106E+00
6 1 1.11490479467292535887E+00
7 1 9.57267177687738390901E-01
8 1 7.91328921231963300364E-01
9 1 1.60010186959039968357E+00
10 1 9.38067652504233517874E-01
11 1 1.78251674582589236806E+00
12 1 1.78574846286634159043E+00
13 1 1.46833284392990459644E+00
14 1 1.59894563836798897505E-01
15 1 8.22183151898754793763E-01
16 1 9.12233849321162804102E-01
17 1 3.90881266908217783751E-01
18 1 7.60713493151359942956E-01
19 1 8.23893552147842989086E-01
20 1 1.18500254966137275048E+00
21 1 9.31879132337915194739E-01
22 1 1.29651484457926935434E+00
23 1 1.27578370597345802651E+00
24 1 1.05140837124648856005E+00
25 1 9.97355396437113572716E-01
26 1 1.60734039689452146149E+00
27 1 8.29347867365104574056E-01
28 1 3.49919554778585495391E-01
29 1 1.81331432369545630934E-01
0 2 1.46401505951241039938E+00
1 2 1.30562255003022387179E+00
2 2 1.04992548133810910116E+01
3 2 1.67789678065647840377E+00
4 2 1.11636775484319095142E+00
5 2 1.42101026170375543956E+00
6 2 2.69032181849721996336E-01
7 2 8.21811161056438699291E-01
8 2 1.35317733236179793543E+00
9 2 8.89153240390040622287E-01
10 2 1.00824471421700279095E+00
11 2 1.55390979457318367807E+00
12 2 1.15567142960124691342E+00
13 2 1.47832738727370327503E+00
14 2 1.02189749994228140650E+00
15 2 9.09643753359915541168E-02
16 2 6.98046205845455181027E-01
17 2 1.41334629110490972437E+00
18 2 1.58463279704048209950E+00
19 2 7.30298018816115002139E-01
20 2 9.68203530224507780133E-01
21 2 7.32643301443322791933E-01
22 2 8.77060926934421947188E-01
23 2 6.10009124194459406709E-01
24 2 6.25130989209494281056E-01
25 2 1.46933790837118283257E+00
26 2 1.54638478425500780489E+00
27 2 4.00890780409200786494E-01
28 2 1.31096461342663861416E+00
29 2 7.70598540417484878517E-01
0 3 8.24151578008462837310E-01
1 3 1.08002597154348300990E+00
2 3 1.67789678065647840377E+00
3 3 1.16811550471112379768E+01
4 3 2.28551963047056161393E-01
5 3 1.08740411265615577463E+00
6 3 8.21317876111604228129E-01
7 3 7.51785639744932399076E-01
8 3 1.09921807312318353667E+00
